A,B,S,C,HP,Win
9,8,11,15,67,143
9,8,11,15,68,140
9,8,11,15,69,138
9,8,11,15,70,138
9,8,11,15,71,141
9,8,11,15,72,146
9,8,11,15,73,137
9,8,11,15,74,139
9,8,11,15,75,152
9,8,11,15,76,153
9,8,11,15,77,149
9,8,11,15,78,151
9,8,11,15,79,154
9,8,11,15,80,164
9,8,11,15,81,160
9,8,11,15,82,167
9,8,11,15,83,164
11,8,11,0,40,46
11,8,11,0,41,53
11,8,11,0,42,58
11,8,11,0,43,58
11,8,11,0,44,66
11,8,11,0,45,76
11,8,11,0,46,70
11,8,11,0,47,67
11,8,11,0,48,79
11,8,11,0,49,86
11,8,11,0,50,88
11,8,11,0,51,83
11,8,11,0,52,86
11,8,11,0,53,86
11,8,11,0,54,100
11,8,11,0,55,100
11,8,11,0,56,118
11,8,11,0,57,108
11,8,11,0,58,108
11,8,11,0,59,114
11,8,11,0,60,99
11,8,11,0,61,105
11,8,11,0,62,98
11,8,11,0,63,104
11,8,11,0,64,114
11,8,11,0,65,92
11,8,11,0,66,105
11,8,11,0,67,107
11,8,11,0,68,105
11,8,11,0,69,104
11,8,11,0,70,99
11,8,11,0,71,116
11,8,11,0,72,118
11,8,11,0,73,126
11,8,11,0,74,127
11,8,11,0,75,129
11,8,11,0,76,142
11,8,11,0,77,139
11,8,11,0,78,144
11,8,11,0,79,157
11,8,11,0,80,152
11,8,11,0,81,146
11,8,11,0,82,139
11,8,11,0,83,147
11,8,11,1,40,50
11,8,11,1,41,53
11,8,11,1,42,60
11,8,11,1,43,63
11,8,11,1,44,63
11,8,11,1,45,70
11,8,11,1,46,84
11,8,11,1,47,89
11,8,11,1,48,83
11,8,11,1,49,76
11,8,11,1,50,106
11,8,11,1,51,88
11,8,11,1,52,93
11,8,11,1,53,93
11,8,11,1,54,103
11,8,11,1,55,98
11,8,11,1,56,102
11,8,11,1,57,100
11,8,11,1,58,110
11,8,11,1,59,116
11,8,11,1,60,96
11,8,11,1,61,88
11,8,11,1,62,106
11,8,11,1,63,102
11,8,11,1,64,115
11,8,11,1,65,110
11,8,11,1,66,96
11,8,11,1,67,116
11,8,11,1,68,111
11,8,11,1,69,112
11,8,11,1,70,118
11,8,11,1,71,115
11,8,11,1,72,127
11,8,11,1,73,137
11,8,11,1,74,143
11,8,11,1,75,145
11,8,11,1,76,139
11,8,11,1,77,138
11,8,11,1,78,135
11,8,11,1,79,147
11,8,11,1,80,152
11,8,11,1,81,157
11,8,11,1,82,141
11,8,11,1,83,149
11,8,11,3,40,70
11,8,11,3,41,50
11,8,11,3,42,70
11,8,11,3,43,75
11,8,11,3,44,93
11,8,11,3,45,88
11,8,11,3,46,82
11,8,11,3,47,83
11,8,11,3,48,100
11,8,11,3,49,84
11,8,11,3,50,89
11,8,11,3,51,94
11,8,11,3,52,90
11,8,11,3,53,98
11,8,11,3,54,95
11,8,11,3,55,97
11,8,11,3,56,100
11,8,11,3,57,92
11,8,11,3,58,102
11,8,11,3,59,105
11,8,11,3,60,113
11,8,11,3,61,101
11,8,11,3,62,106
11,8,11,3,63,111
11,8,11,3,64,106
11,8,11,3,65,106
11,8,11,3,66,108
11,8,11,3,67,114
11,8,11,3,68,109
11,8,11,3,69,132
11,8,11,3,70,128
11,8,11,3,71,147
11,8,11,3,72,143
11,8,11,3,73,141
11,8,11,3,74,147
11,8,11,3,75,142
11,8,11,3,76,140
11,8,11,3,77,142
11,8,11,3,78,155
11,8,11,3,79,152
11,8,11,3,80,151
11,8,11,3,81,153
11,8,11,3,82,159
11,8,11,3,83,154
11,8,11,5,40,68
11,8,11,5,41,66
11,8,11,5,42,64
11,8,11,5,43,75
11,8,11,5,44,76
11,8,11,5,45,77
11,8,11,5,46,83
11,8,11,5,47,88
11,8,11,5,48,89
11,8,11,5,49,91
11,8,11,5,50,96
11,8,11,5,51,97
11,8,11,5,52,88
11,8,11,5,53,98
11,8,11,5,54,98
11,8,11,5,55,106
11,8,11,5,56,112
11,8,11,5,57,107
11,8,11,5,58,96
11,8,11,5,59,102
11,8,11,5,60,104
11,8,11,5,61,114
11,8,11,5,62,104
11,8,11,5,63,116
11,8,11,5,64,95
11,8,11,5,65,110
11,8,11,5,66,108
11,8,11,5,67,118
11,8,11,5,68,128
11,8,11,5,69,122
11,8,11,5,70,137
11,8,11,5,71,122
11,8,11,5,72,157
11,8,11,5,73,133
11,8,11,5,74,145
11,8,11,5,75,144
11,8,11,5,76,139
11,8,11,5,77,151
11,8,11,5,78,143
11,8,11,5,79,144
11,8,11,5,80,159
11,8,11,5,81,154
11,8,11,5,82,147
11,8,11,5,83,161
11,8,11,7,40,62
11,8,11,7,41,71
11,8,11,7,42,66
11,8,11,7,43,69
11,8,11,7,44,90
11,8,11,7,45,89
11,8,11,7,46,91
11,8,11,7,47,95
11,8,11,7,48,94
11,8,11,7,49,99
11,8,11,7,50,103
11,8,11,7,51,93
11,8,11,7,52,98
11,8,11,7,53,94
11,8,11,7,54,103
11,8,11,7,55,95
11,8,11,7,56,106
11,8,11,7,57,100
11,8,11,7,58,117
11,8,11,7,59,101
11,8,11,7,60,110
11,8,11,7,61,111
11,8,11,7,62,101
11,8,11,7,63,102
11,8,11,7,64,116
11,8,11,7,65,123
11,8,11,7,66,106
11,8,11,7,67,126
11,8,11,7,68,128
11,8,11,7,69,121
11,8,11,7,70,134
11,8,11,7,71,141
11,8,11,7,72,152
11,8,11,7,73,138
11,8,11,7,74,145
11,8,11,7,75,152
11,8,11,7,76,161
11,8,11,7,77,165
11,8,11,7,78,154
11,8,11,7,79,150
11,8,11,7,80,153
11,8,11,7,81,159
11,8,11,7,82,162
11,8,11,7,83,168
11,8,11,9,40,63
11,8,11,9,41,65
11,8,11,9,42,77
11,8,11,9,43,77
11,8,11,9,44,81
11,8,11,9,45,91
11,8,11,9,46,88
11,8,11,9,47,82
11,8,11,9,48,86
11,8,11,9,49,93
11,8,11,9,50,82
11,8,11,9,51,92
11,8,11,9,52,100
11,8,11,9,53,96
11,8,11,9,54,96
11,8,11,9,55,95
11,8,11,9,56,90
11,8,11,9,57,104
11,8,11,9,58,115
11,8,11,9,59,104
11,8,11,9,60,109
11,8,11,9,61,100
11,8,11,9,62,122
11,8,11,9,63,109
11,8,11,9,64,106
11,8,11,9,65,108
11,8,11,9,66,121
11,8,11,9,67,128
11,8,11,9,68,125
11,8,11,9,69,125
11,8,11,9,70,141
11,8,11,9,71,134
11,8,11,9,72,145
11,8,11,9,73,149
11,8,11,9,74,153
11,8,11,9,75,145
11,8,11,9,76,150
11,8,11,9,77,157
11,8,11,9,78,159
11,8,11,9,79,153
11,8,11,9,80,145
11,8,11,9,81,163
11,8,11,9,82,165
11,8,11,9,83,148
11,8,11,11,40,80
11,8,11,11,41,80
11,8,11,11,42,81
11,8,11,11,43,86
11,8,11,11,44,92
11,8,11,11,45,87
11,8,11,11,46,101
11,8,11,11,47,99
11,8,11,11,48,101
11,8,11,11,49,103
11,8,11,11,50,106
11,8,11,11,51,103
11,8,11,11,52,107
11,8,11,11,53,96
11,8,11,11,54,96
11,8,11,11,55,97
11,8,11,11,56,99
11,8,11,11,57,106
11,8,11,11,58,98
11,8,11,11,59,114
11,8,11,11,60,116
11,8,11,11,61,126
11,8,11,11,62,128
11,8,11,11,63,131
11,8,11,11,64,115
11,8,11,11,65,142
11,8,11,11,66,129
11,8,11,11,67,134
11,8,11,11,68,142
11,8,11,11,69,128
11,8,11,11,70,139
11,8,11,11,71,147
11,8,11,11,72,148
11,8,11,11,73,154
11,8,11,11,74,144
11,8,11,11,75,153
11,8,11,11,76,152
11,8,11,11,77,162
11,8,11,11,78,156
11,8,11,11,79,151
11,8,11,11,80,159
11,8,11,11,81,162
11,8,11,11,82,174
11,8,11,11,83,155
11,8,11,13,40,87
11,8,11,13,41,89
11,8,11,13,42,93
11,8,11,13,43,99
11,8,11,13,44,104
11,8,11,13,45,85
11,8,11,13,46,101
11,8,11,13,47,114
11,8,11,13,48,109
11,8,11,13,49,104
11,8,11,13,50,91
11,8,11,13,51,121
11,8,11,13,52,98
11,8,11,13,53,100
11,8,11,13,54,112
11,8,11,13,55,110
11,8,11,13,56,115
11,8,11,13,57,102
11,8,11,13,58,115
11,8,11,13,59,95
11,8,11,13,60,113
11,8,11,13,61,116
11,8,11,13,62,120
11,8,11,13,63,135
11,8,11,13,64,136
11,8,11,13,65,137
11,8,11,13,66,137
11,8,11,13,67,137
11,8,11,13,68,144
11,8,11,13,69,148
11,8,11,13,70,158
11,8,11,13,71,131
11,8,11,13,72,147
11,8,11,13,73,153
11,8,11,13,74,153
11,8,11,13,75,147
11,8,11,13,76,159
11,8,11,13,77,153
11,8,11,13,78,152
11,8,11,13,79,161
11,8,11,13,80,168
11,8,11,13,81,172
11,8,11,13,82,156
11,8,11,13,83,170
11,8,11,15,40,80
11,8,11,15,41,83
11,8,11,15,42,93
11,8,11,15,43,91
11,8,11,15,44,103
11,8,11,15,45,104
11,8,11,15,46,92
11,8,11,15,47,103
11,8,11,15,48,100
11,8,11,15,49,102
11,8,11,15,50,107
11,8,11,15,51,104
11,8,11,15,52,114
11,8,11,15,53,93
11,8,11,15,54,100
11,8,11,15,55,124
11,8,11,15,56,103
11,8,11,15,57,105
11,8,11,15,58,104
11,8,11,15,59,108
11,8,11,15,60,116
11,8,11,15,61,118
11,8,11,15,62,117
11,8,11,15,63,121
11,8,11,15,64,138
11,8,11,15,65,135
11,8,11,15,66,136
11,8,11,15,67,149
11,8,11,15,68,145
11,8,11,15,69,144
11,8,11,15,70,142
11,8,11,15,71,146
11,8,11,15,72,145
11,8,11,15,73,161
11,8,11,15,74,145
11,8,11,15,75,145
11,8,11,15,76,156
11,8,11,15,77,160
11,8,11,15,78,151
11,8,11,15,79,163
11,8,11,15,80,164
11,8,11,15,81,171
11,8,11,15,82,166
11,8,11,15,83,166
13,8,11,0,40,41
13,8,11,0,41,56
13,8,11,0,42,50
13,8,11,0,43,61
13,8,11,0,44,68
13,8,11,0,45,67
13,8,11,0,46,61
13,8,11,0,47,69
13,8,11,0,48,81
13,8,11,0,49,74
13,8,11,0,50,87
13,8,11,0,51,89
13,8,11,0,52,94
13,8,11,0,53,88
13,8,11,0,54,112
13,8,11,0,55,89
13,8,11,0,56,95
13,8,11,0,57,102
13,8,11,0,58,110
13,8,11,0,59,90
13,8,11,0,60,118
13,8,11,0,61,108
13,8,11,0,62,97
13,8,11,0,63,115
13,8,11,0,64,98
13,8,11,0,65,106
13,8,11,0,66,102
13,8,11,0,67,100
13,8,11,0,68,116
13,8,11,0,69,104
13,8,11,0,70,115
13,8,11,0,71,102
13,8,11,0,72,117
13,8,11,0,73,116
13,8,11,0,74,130
13,8,11,0,75,139
13,8,11,0,76,133
13,8,11,0,77,144
13,8,11,0,78,149
13,8,11,0,79,138
13,8,11,0,80,136
13,8,11,0,81,149
13,8,11,0,82,148
13,8,11,0,83,144
13,8,11,1,40,57
13,8,11,1,41,46
13,8,11,1,42,60
13,8,11,1,43,53
13,8,11,1,44,65
13,8,11,1,45,67
13,8,11,1,46,92
13,8,11,1,47,88
13,8,11,1,48,87
13,8,11,1,49,88
13,8,11,1,50,78
13,8,11,1,51,88
13,8,11,1,52,99
13,8,11,1,53,78
13,8,11,1,54,104
13,8,11,1,55,88
13,8,11,1,56,96
13,8,11,1,57,119
13,8,11,1,58,97
13,8,11,1,59,103
13,8,11,1,60,98
13,8,11,1,61,109
13,8,11,1,62,104
13,8,11,1,63,111
13,8,11,1,64,97
13,8,11,1,65,103
13,8,11,1,66,111
13,8,11,1,67,120
13,8,11,1,68,96
13,8,11,1,69,108
13,8,11,1,70,117
13,8,11,1,71,117
13,8,11,1,72,123
13,8,11,1,73,122
13,8,11,1,74,139
13,8,11,1,75,133
13,8,11,1,76,151
13,8,11,1,77,147
13,8,11,1,78,143
13,8,11,1,79,151
13,8,11,1,80,154
13,8,11,1,81,138
13,8,11,1,82,134
13,8,11,1,83,159
13,8,11,3,40,78
13,8,11,3,41,61
13,8,11,3,42,66
13,8,11,3,43,86
13,8,11,3,44,88
13,8,11,3,45,87
13,8,11,3,46,84
13,8,11,3,47,89
13,8,11,3,48,92
13,8,11,3,49,91
13,8,11,3,50,94
13,8,11,3,51,91
13,8,11,3,52,91
13,8,11,3,53,86
13,8,11,3,54,82
13,8,11,3,55,99
13,8,11,3,56,95
13,8,11,3,57,106
13,8,11,3,58,100
13,8,11,3,59,100
13,8,11,3,60,94
13,8,11,3,61,115
13,8,11,3,62,121
13,8,11,3,63,105
13,8,11,3,64,113
13,8,11,3,65,119
13,8,11,3,66,105
13,8,11,3,67,122
13,8,11,3,68,128
13,8,11,3,69,133
13,8,11,3,70,137
13,8,11,3,71,135
13,8,11,3,72,133
13,8,11,3,73,150
13,8,11,3,74,144
13,8,11,3,75,145
13,8,11,3,76,138
13,8,11,3,77,153
13,8,11,3,78,141
13,8,11,3,79,145
13,8,11,3,80,157
13,8,11,3,81,143
13,8,11,3,82,154
13,8,11,3,83,167
13,8,11,5,40,62
13,8,11,5,41,62
13,8,11,5,42,65
13,8,11,5,43,84
13,8,11,5,44,86
13,8,11,5,45,97
13,8,11,5,46,98
13,8,11,5,47,91
13,8,11,5,48,88
13,8,11,5,49,87
13,8,11,5,50,101
13,8,11,5,51,93
13,8,11,5,52,96
13,8,11,5,53,85
13,8,11,5,54,96
13,8,11,5,55,90
13,8,11,5,56,104
13,8,11,5,57,101
13,8,11,5,58,107
13,8,11,5,59,100
13,8,11,5,60,123
13,8,11,5,61,117
13,8,11,5,62,110
13,8,11,5,63,96
13,8,11,5,64,102
13,8,11,5,65,111
13,8,11,5,66,109
13,8,11,5,67,114
13,8,11,5,68,129
13,8,11,5,69,139
13,8,11,5,70,139
13,8,11,5,71,121
13,8,11,5,72,149
13,8,11,5,73,139
13,8,11,5,74,146
13,8,11,5,75,139
13,8,11,5,76,150
13,8,11,5,77,150
13,8,11,5,78,146
13,8,11,5,79,159
13,8,11,5,80,160
13,8,11,5,81,162
13,8,11,5,82,158
13,8,11,5,83,158
13,8,11,7,40,71
13,8,11,7,41,68
13,8,11,7,42,76
13,8,11,7,43,80
13,8,11,7,44,70
13,8,11,7,45,88
13,8,11,7,46,92
13,8,11,7,47,96
13,8,11,7,48,98
13,8,11,7,49,100
13,8,11,7,50,80
13,8,11,7,51,107
13,8,11,7,52,87
13,8,11,7,53,95
13,8,11,7,54,86
13,8,11,7,55,108
13,8,11,7,56,90
13,8,11,7,57,103
13,8,11,7,58,103
13,8,11,7,59,104
13,8,11,7,60,99
13,8,11,7,61,102
13,8,11,7,62,99
13,8,11,7,63,109
13,8,11,7,64,108
13,8,11,7,65,102
13,8,11,7,66,117
13,8,11,7,67,107
13,8,11,7,68,122
13,8,11,7,69,134
13,8,11,7,70,132
13,8,11,7,71,134
13,8,11,7,72,137
13,8,11,7,73,142
13,8,11,7,74,146
13,8,11,7,75,144
13,8,11,7,76,146
13,8,11,7,77,149
13,8,11,7,78,154
13,8,11,7,79,152
13,8,11,7,80,150
13,8,11,7,81,149
13,8,11,7,82,161
13,8,11,7,83,157
13,8,11,9,40,61
13,8,11,9,41,65
13,8,11,9,42,74
13,8,11,9,43,76
13,8,11,9,44,94
13,8,11,9,45,84
13,8,11,9,46,78
13,8,11,9,47,93
13,8,11,9,48,90
13,8,11,9,49,99
13,8,11,9,50,94
13,8,11,9,51,91
13,8,11,9,52,90
13,8,11,9,53,94
13,8,11,9,54,99
13,8,11,9,55,100
13,8,11,9,56,99
13,8,11,9,57,102
13,8,11,9,58,113
13,8,11,9,59,119
13,8,11,9,60,98
13,8,11,9,61,111
13,8,11,9,62,99
13,8,11,9,63,116
13,8,11,9,64,121
13,8,11,9,65,118
13,8,11,9,66,115
13,8,11,9,67,123
13,8,11,9,68,134
13,8,11,9,69,135
13,8,11,9,70,136
13,8,11,9,71,137
13,8,11,9,72,131
13,8,11,9,73,137
13,8,11,9,74,151
13,8,11,9,75,143
13,8,11,9,76,154
13,8,11,9,77,144
13,8,11,9,78,146
13,8,11,9,79,146
13,8,11,9,80,151
13,8,11,9,81,152
13,8,11,9,82,154
13,8,11,9,83,167
13,8,11,11,40,83
13,8,11,11,41,83
13,8,11,11,42,87
13,8,11,11,43,85
13,8,11,11,44,91
13,8,11,11,45,91
13,8,11,11,46,103
13,8,11,11,47,91
13,8,11,11,48,91
13,8,11,11,49,98
13,8,11,11,50,108
13,8,11,11,51,101
13,8,11,11,52,113
13,8,11,11,53,108
13,8,11,11,54,111
13,8,11,11,55,103
13,8,11,11,56,107
13,8,11,11,57,101
13,8,11,11,58,106
13,8,11,11,59,103
13,8,11,11,60,117
13,8,11,11,61,110
13,8,11,11,62,101
13,8,11,11,63,130
13,8,11,11,64,140
13,8,11,11,65,124
13,8,11,11,66,140
13,8,11,11,67,128
13,8,11,11,68,145
13,8,11,11,69,136
13,8,11,11,70,148
13,8,11,11,71,147
13,8,11,11,72,149
13,8,11,11,73,147
13,8,11,11,74,146
13,8,11,11,75,141
13,8,11,11,76,150
13,8,11,11,77,161
13,8,11,11,78,145
13,8,11,11,79,156
13,8,11,11,80,155
13,8,11,11,81,162
13,8,11,11,82,159
13,8,11,11,83,164
13,8,11,13,40,78
13,8,11,13,41,82
13,8,11,13,42,77
13,8,11,13,43,90
13,8,11,13,44,99
13,8,11,13,45,100
13,8,11,13,46,108
13,8,11,13,47,82
13,8,11,13,48,100
13,8,11,13,49,101
13,8,11,13,50,106
13,8,11,13,51,111
13,8,11,13,52,98
13,8,11,13,53,97
13,8,11,13,54,107
13,8,11,13,55,100
13,8,11,13,56,92
13,8,11,13,57,97
13,8,11,13,58,117
13,8,11,13,59,107
13,8,11,13,60,120
13,8,11,13,61,121
13,8,11,13,62,129
13,8,11,13,63,131
13,8,11,13,64,151
13,8,11,13,65,133
13,8,11,13,66,140
13,8,11,13,67,137
13,8,11,13,68,134
13,8,11,13,69,140
13,8,11,13,70,154
13,8,11,13,71,148
13,8,11,13,72,158
13,8,11,13,73,152
13,8,11,13,74,161
13,8,11,13,75,150
13,8,11,13,76,155
13,8,11,13,77,155
13,8,11,13,78,157
13,8,11,13,79,171
13,8,11,13,80,163
13,8,11,13,81,163
13,8,11,13,82,167
13,8,11,13,83,168
13,8,11,15,40,83
13,8,11,15,41,77
13,8,11,15,42,91
13,8,11,15,43,98
13,8,11,15,44,93
13,8,11,15,45,100
13,8,11,15,46,101
13,8,11,15,47,96
13,8,11,15,48,101
13,8,11,15,49,109
13,8,11,15,50,110
13,8,11,15,51,100
13,8,11,15,52,112
13,8,11,15,53,110
13,8,11,15,54,106
13,8,11,15,55,97
13,8,11,15,56,97
13,8,11,15,57,108
13,8,11,15,58,92
13,8,11,15,59,114
13,8,11,15,60,102
13,8,11,15,61,117
13,8,11,15,62,109
13,8,11,15,63,135
13,8,11,15,64,127
13,8,11,15,65,138
13,8,11,15,66,147
13,8,11,15,67,150
13,8,11,15,68,147
13,8,11,15,69,138
13,8,11,15,70,150
13,8,11,15,71,137
13,8,11,15,72,143
13,8,11,15,73,153
13,8,11,15,74,159
13,8,11,15,75,148
13,8,11,15,76,159
13,8,11,15,77,157
13,8,11,15,78,161
13,8,11,15,79,154
13,8,11,15,80,166
13,8,11,15,81,167
13,8,11,15,82,164
13,8,11,15,83,168
15,8,11,0,40,45
15,8,11,0,41,49
15,8,11,0,42,50
15,8,11,0,43,70
15,8,11,0,44,64
15,8,11,0,45,70
15,8,11,0,46,71
15,8,11,0,47,76
15,8,11,0,48,81
15,8,11,0,49,86
15,8,11,0,50,85
15,8,11,0,51,86
15,8,11,0,52,91
15,8,11,0,53,94
15,8,11,0,54,85
15,8,11,0,55,102
15,8,11,0,56,107
15,8,11,0,57,105
15,8,11,0,58,100
15,8,11,0,59,118
15,8,11,0,60,111
15,8,11,0,61,117
15,8,11,0,62,105
15,8,11,0,63,104
15,8,11,0,64,97
15,8,11,0,65,110
15,8,11,0,66,116
15,8,11,0,67,114
15,8,11,0,68,110
15,8,11,0,69,125
15,8,11,0,70,116
15,8,11,0,71,114
15,8,11,0,72,121
15,8,11,0,73,135
15,8,11,0,74,133
15,8,11,0,75,144
15,8,11,0,76,131
15,8,11,0,77,150
15,8,11,0,78,142
15,8,11,0,79,146
15,8,11,0,80,141
15,8,11,0,81,144
15,8,11,0,82,136
15,8,11,0,83,142
15,8,11,1,40,54
15,8,11,1,41,60
15,8,11,1,42,53
15,8,11,1,43,72
15,8,11,1,44,72
15,8,11,1,45,78
15,8,11,1,46,75
15,8,11,1,47,90
15,8,11,1,48,95
15,8,11,1,49,79
15,8,11,1,50,90
15,8,11,1,51,101
15,8,11,1,52,89
15,8,11,1,53,90
15,8,11,1,54,100
15,8,11,1,55,93
15,8,11,1,56,108
15,8,11,1,57,96
15,8,11,1,58,111
15,8,11,1,59,105
15,8,11,1,60,113
15,8,11,1,61,112
15,8,11,1,62,99
15,8,11,1,63,108
15,8,11,1,64,106
15,8,11,1,65,105
15,8,11,1,66,107
15,8,11,1,67,102
15,8,11,1,68,112
15,8,11,1,69,112
15,8,11,1,70,130
15,8,11,1,71,116
15,8,11,1,72,125
15,8,11,1,73,132
15,8,11,1,74,142
15,8,11,1,75,140
15,8,11,1,76,137
15,8,11,1,77,149
15,8,11,1,78,135
15,8,11,1,79,143
15,8,11,1,80,150
15,8,11,1,81,166
15,8,11,1,82,140
15,8,11,1,83,148
15,8,11,3,40,66
15,8,11,3,41,61
15,8,11,3,42,72
15,8,11,3,43,74
15,8,11,3,44,83
15,8,11,3,45,87
15,8,11,3,46,99
15,8,11,3,47,91
15,8,11,3,48,91
15,8,11,3,49,90
15,8,11,3,50,90
15,8,11,3,51,94
15,8,11,3,52,95
15,8,11,3,53,106
15,8,11,3,54,93
15,8,11,3,55,91
15,8,11,3,56,102
15,8,11,3,57,105
15,8,11,3,58,120
15,8,11,3,59,112
15,8,11,3,60,105
15,8,11,3,61,111
15,8,11,3,62,105
15,8,11,3,63,94
15,8,11,3,64,114
15,8,11,3,65,122
15,8,11,3,66,106
15,8,11,3,67,131
15,8,11,3,68,122
15,8,11,3,69,143
15,8,11,3,70,133
15,8,11,3,71,124
15,8,11,3,72,130
15,8,11,3,73,141
15,8,11,3,74,150
15,8,11,3,75,135
15,8,11,3,76,149
15,8,11,3,77,155
15,8,11,3,78,154
15,8,11,3,79,142
15,8,11,3,80,155
15,8,11,3,81,167
15,8,11,3,82,165
15,8,11,3,83,151
15,8,11,5,40,64
15,8,11,5,41,72
15,8,11,5,42,74
15,8,11,5,43,79
15,8,11,5,44,86
15,8,11,5,45,91
15,8,11,5,46,94
15,8,11,5,47,96
15,8,11,5,48,92
15,8,11,5,49,101
15,8,11,5,50,86
15,8,11,5,51,93
15,8,11,5,52,107
15,8,11,5,53,102
15,8,11,5,54,98
15,8,11,5,55,111
15,8,11,5,56,107
15,8,11,5,57,106
15,8,11,5,58,109
15,8,11,5,59,109
15,8,11,5,60,102
15,8,11,5,61,109
15,8,11,5,62,96
15,8,11,5,63,113
15,8,11,5,64,108
15,8,11,5,65,108
15,8,11,5,66,117
15,8,11,5,67,126
15,8,11,5,68,133
15,8,11,5,69,132
15,8,11,5,70,134
15,8,11,5,71,142
15,8,11,5,72,142
15,8,11,5,73,142
15,8,11,5,74,151
15,8,11,5,75,143
15,8,11,5,76,140
15,8,11,5,77,137
15,8,11,5,78,152
15,8,11,5,79,160
15,8,11,5,80,156
15,8,11,5,81,163
15,8,11,5,82,156
15,8,11,5,83,167
15,8,11,7,40,63
15,8,11,7,41,72
15,8,11,7,42,63
15,8,11,7,43,80
15,8,11,7,44,82
15,8,11,7,45,94
15,8,11,7,46,94
15,8,11,7,47,89
15,8,11,7,48,104
15,8,11,7,49,85
15,8,11,7,50,101
15,8,11,7,51,104
15,8,11,7,52,88
15,8,11,7,53,89
15,8,11,7,54,94
15,8,11,7,55,105
15,8,11,7,56,100
15,8,11,7,57,111
15,8,11,7,58,117
15,8,11,7,59,121
15,8,11,7,60,109
15,8,11,7,61,109
15,8,11,7,62,94
15,8,11,7,63,108
15,8,11,7,64,119
15,8,11,7,65,126
15,8,11,7,66,116
15,8,11,7,67,122
15,8,11,7,68,128
15,8,11,7,69,126
15,8,11,7,70,136
15,8,11,7,71,145
15,8,11,7,72,139
15,8,11,7,73,153
15,8,11,7,74,142
15,8,11,7,75,160
15,8,11,7,76,151
15,8,11,7,77,153
15,8,11,7,78,150
15,8,11,7,79,149
15,8,11,7,80,154
15,8,11,7,81,155
15,8,11,7,82,157
15,8,11,7,83,164
15,8,11,9,40,69
15,8,11,9,41,61
15,8,11,9,42,68
15,8,11,9,43,81
15,8,11,9,44,92
15,8,11,9,45,92
15,8,11,9,46,100
15,8,11,9,47,106
15,8,11,9,48,98
15,8,11,9,49,96
15,8,11,9,50,97
15,8,11,9,51,108
15,8,11,9,52,97
15,8,11,9,53,100
15,8,11,9,54,93
15,8,11,9,55,107
15,8,11,9,56,109
15,8,11,9,57,102
15,8,11,9,58,103
15,8,11,9,59,111
15,8,11,9,60,103
15,8,11,9,61,109
15,8,11,9,62,111
15,8,11,9,63,110
15,8,11,9,64,119
15,8,11,9,65,108
15,8,11,9,66,107
15,8,11,9,67,128
15,8,11,9,68,126
15,8,11,9,69,122
15,8,11,9,70,143
15,8,11,9,71,147
15,8,11,9,72,148
15,8,11,9,73,143
15,8,11,9,74,159
15,8,11,9,75,154
15,8,11,9,76,145
15,8,11,9,77,152
15,8,11,9,78,152
15,8,11,9,79,153
15,8,11,9,80,154
15,8,11,9,81,159
15,8,11,9,82,166
15,8,11,9,83,164
15,8,11,11,40,64
15,8,11,11,41,91
15,8,11,11,42,83
15,8,11,11,43,83
15,8,11,11,44,94
15,8,11,11,45,99
15,8,11,11,46,104
15,8,11,11,47,98
15,8,11,11,48,102
15,8,11,11,49,108
15,8,11,11,50,95
15,8,11,11,51,112
15,8,11,11,52,105
15,8,11,11,53,97
15,8,11,11,54,104
15,8,11,11,55,121
15,8,11,11,56,99
15,8,11,11,57,109
15,8,11,11,58,126
15,8,11,11,59,115
15,8,11,11,60,112
15,8,11,11,61,118
15,8,11,11,62,122
15,8,11,11,63,131
15,8,11,11,64,137
15,8,11,11,65,141
15,8,11,11,66,150
15,8,11,11,67,140
15,8,11,11,68,145
15,8,11,11,69,137
15,8,11,11,70,150
15,8,11,11,71,142
15,8,11,11,72,152
15,8,11,11,73,144
15,8,11,11,74,162
15,8,11,11,75,154
15,8,11,11,76,154
15,8,11,11,77,149
15,8,11,11,78,169
15,8,11,11,79,170
15,8,11,11,80,165
15,8,11,11,81,169
15,8,11,11,82,162
15,8,11,11,83,172
15,8,11,13,40,72
15,8,11,13,41,76
15,8,11,13,42,101
15,8,11,13,43,100
15,8,11,13,44,97
15,8,11,13,45,107
15,8,11,13,46,97
15,8,11,13,47,103
15,8,11,13,48,103
15,8,11,13,49,113
15,8,11,13,50,109
15,8,11,13,51,102
15,8,11,13,52,119
15,8,11,13,53,102
15,8,11,13,54,121
15,8,11,13,55,107
15,8,11,13,56,102
15,8,11,13,57,99
15,8,11,13,58,108
15,8,11,13,59,104
15,8,11,13,60,102
15,8,11,13,61,119
15,8,11,13,62,127
15,8,11,13,63,123
15,8,11,13,64,134
15,8,11,13,65,140
15,8,11,13,66,148
15,8,11,13,67,137
15,8,11,13,68,143
15,8,11,13,69,153
15,8,11,13,70,150
15,8,11,13,71,160
15,8,11,13,72,155
15,8,11,13,73,159
15,8,11,13,74,149
15,8,11,13,75,159
15,8,11,13,76,150
15,8,11,13,77,157
15,8,11,13,78,159
15,8,11,13,79,168
15,8,11,13,80,170
15,8,11,13,81,167
15,8,11,13,82,169
15,8,11,13,83,181
15,8,11,15,40,79
15,8,11,15,41,84
15,8,11,15,42,92
15,8,11,15,43,105
