No,A,B,S,C,HP,Win,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
594,8,8,15,3,53,688,3,0,5,11,8,10,6,11,13,34,36,30,31,24,23,23,0,0,0,0,0,0,9,66,67,77,79,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,8,8,15,3,56,714,1,2,3,2,3,4,16,7,8,16,13,15,27,39,28,42,31,26,17,0,0,0,0,0,0,5,68,67,68,85,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,8,8,15,3,55,715,2,5,3,1,6,18,11,11,12,12,14,30,35,27,38,29,33,18,0,0,0,0,0,0,11,65,68,81,81,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,8,8,15,3,57,695,2,2,7,2,2,1,1,14,10,10,12,11,13,51,34,31,32,19,35,19,0,0,0,0,0,0,11,54,71,74,86,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,8,8,15,3,59,711,0,3,2,1,5,2,0,0,2,13,13,7,15,5,28,41,34,22,38,21,35,25,0,0,0,0,0,0,5,63,65,65,81,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,8,8,15,3,58,690,2,1,3,3,4,2,0,4,17,11,5,14,13,18,43,38,28,33,21,35,15,0,0,0,0,0,0,5,69,71,64,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,8,8,15,3,60,701,1,0,1,1,3,1,6,1,3,2,14,11,17,9,12,14,29,47,26,37,25,33,27,0,0,0,0,0,0,3,66,74,50,76,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,8,8,15,3,61,687,0,0,2,2,5,2,5,2,2,1,2,6,21,8,13,13,14,36,38,26,22,26,47,25,0,0,0,0,0,0,2,62,57,66,76,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,8,8,15,3,62,699,1,0,1,1,3,0,1,7,2,3,4,4,12,10,15,17,10,18,44,26,24,27,30,29,26,0,0,0,0,0,0,4,57,73,67,86,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,8,8,15,3,63,701,0,0,0,1,2,2,3,5,1,9,0,2,8,7,12,14,12,14,15,45,24,30,25,27,39,23,0,0,0,0,0,0,5,62,54,63,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,8,8,15,3,64,686,2,0,0,0,0,1,1,1,2,2,4,2,1,2,9,10,11,7,7,16,40,32,33,33,30,41,27,0,0,0,0,0,0,9,58,53,71,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,8,8,15,3,65,727,1,3,0,0,0,0,2,4,5,1,5,1,2,1,8,17,5,11,16,13,16,35,29,32,31,37,28,24,0,0,0,0,0,0,12,67,65,60,83,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,8,8,15,3,66,698,5,0,5,1,0,1,0,1,2,2,2,5,1,2,1,2,9,9,9,10,21,24,33,35,39,34,28,37,17,0,0,0,0,0,0,5,49,59,59,82,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,8,8,15,3,67,719,12,5,3,3,1,0,0,0,2,1,4,2,3,0,0,2,1,12,15,12,8,9,20,40,32,27,31,25,30,26,0,0,0,0,0,0,6,50,84,73,73,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,8,8,15,3,68,711,14,13,7,6,2,0,0,0,0,1,0,3,1,4,4,2,3,4,12,18,6,13,12,12,30,33,27,27,25,30,21,0,0,0,0,0,0,2,62,74,64,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8,8,15,3,69,759,11,15,13,5,3,4,1,0,0,0,0,1,1,7,2,1,1,0,1,3,10,14,12,8,17,34,38,32,25,35,37,33,0,0,0,0,0,0,4,55,71,73,71,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,8,8,15,3,70,776,12,14,8,13,8,1,2,1,0,0,1,1,6,2,3,8,1,2,0,1,14,11,14,12,17,10,35,35,38,30,33,32,20,0,0,0,0,0,0,10,56,78,55,84,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,8,8,15,3,71,771,13,9,17,21,13,2,5,2,0,0,0,0,0,4,1,4,7,0,1,1,3,10,10,11,14,7,20,39,29,29,30,27,35,24,0,0,0,0,0,0,9,57,55,74,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,8,8,15,3,72,798,7,7,8,10,10,16,6,3,0,0,0,0,0,1,2,1,6,5,2,0,2,4,11,18,11,11,10,20,31,46,33,29,32,34,11,0,0,0,0,0,0,8,61,64,66,69,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
614,8,8,15,3,73,806,4,8,15,16,13,18,12,7,2,4,0,0,0,0,2,3,3,0,4,4,1,0,4,23,14,10,16,9,26,35,40,31,28,29,33,32,0,0,0,0,0,0,10,45,53,61,91,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
615,8,8,15,3,74,793,7,6,9,13,9,19,14,12,3,7,2,1,0,0,0,2,2,1,3,2,5,1,1,1,8,6,16,9,6,22,41,30,18,34,25,35,20,0,0,0,0,0,0,9,56,69,77,70,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
616,8,8,15,3,75,800,4,7,8,5,11,15,15,14,12,7,2,4,0,0,0,0,1,2,4,5,1,2,1,1,2,8,19,11,13,16,9,33,34,25,27,27,38,20,0,0,0,0,0,0,4,57,61,72,89,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
618,8,8,15,3,77,833,5,4,9,2,10,10,13,21,10,14,12,4,1,3,0,0,0,0,0,3,2,5,3,5,3,1,4,12,11,8,9,11,16,35,31,40,31,28,32,26,0,0,0,0,0,0,6,69,75,55,67,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
617,8,8,15,3,76,806,6,7,10,9,10,9,12,13,13,10,3,3,3,4,0,0,0,3,0,2,4,3,5,2,1,5,8,14,11,13,10,11,29,23,31,31,40,52,22,0,0,0,0,0,0,5,71,63,51,78,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
619,8,8,15,3,78,825,8,11,3,4,8,8,8,8,14,12,14,8,5,4,1,1,0,0,0,2,1,1,1,2,2,1,0,5,9,3,21,11,14,17,38,25,23,36,23,44,27,0,0,0,0,0,0,5,54,79,70,79,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
621,8,8,15,5,50,695,17,10,10,14,10,17,25,33,40,37,30,30,32,0,0,0,0,0,0,2,61,71,64,77,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,8,8,15,5,51,686,0,11,8,15,10,10,18,34,38,30,27,20,33,22,0,0,0,0,0,0,2,76,83,65,77,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,8,8,15,3,79,826,4,7,10,4,6,4,15,7,8,12,13,17,11,9,3,2,2,0,0,1,1,1,0,2,2,4,2,1,3,14,12,14,10,11,18,41,36,15,28,25,23,36,0,0,0,0,0,0,11,63,64,69,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
623,8,8,15,5,52,684,1,1,9,6,19,17,14,18,29,26,23,31,30,34,24,0,0,0,0,0,0,6,58,80,44,86,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,8,8,15,5,53,689,3,0,3,15,11,17,10,15,10,31,31,23,30,31,41,28,0,0,0,0,0,0,7,60,69,76,82,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,8,8,15,5,54,696,3,2,1,4,17,9,12,9,6,10,31,43,22,38,23,30,32,0,0,0,0,0,0,10,50,75,63,81,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,8,8,15,5,55,691,1,0,2,1,1,19,13,16,10,9,20,35,28,28,26,37,33,29,0,0,0,0,0,0,7,64,61,72,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,8,8,15,5,56,689,4,5,3,2,1,2,13,9,8,10,11,9,31,32,42,36,35,30,14,0,0,0,0,0,0,12,68,56,68,79,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,8,8,15,5,57,707,2,3,6,2,4,0,1,8,18,13,9,13,20,29,45,26,26,28,37,19,0,0,0,0,0,0,5,63,85,69,72,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,8,8,15,5,58,670,2,3,1,1,1,3,2,3,6,7,13,16,11,17,28,36,19,37,20,40,19,0,0,0,0,0,0,9,65,65,72,73,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,8,8,15,5,59,698,1,2,2,4,2,2,1,0,1,9,3,14,4,14,16,30,34,29,25,37,37,26,0,0,0,0,0,0,10,63,70,77,82,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,8,8,15,5,60,710,0,1,0,2,2,4,3,1,1,5,12,9,13,10,8,18,39,40,27,29,38,30,23,0,0,0,0,0,0,7,67,75,59,84,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,8,8,15,5,61,705,0,0,0,2,3,4,2,3,1,2,4,10,14,11,12,10,12,31,38,24,24,25,38,25,0,0,0,0,0,0,11,59,79,64,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,8,8,15,5,62,728,0,0,0,2,0,1,5,3,3,3,0,5,13,8,17,7,12,23,36,33,33,36,31,35,35,0,0,0,0,0,0,8,45,65,65,89,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,8,8,15,5,63,680,1,0,0,0,1,3,1,1,4,1,3,1,5,12,9,11,11,11,15,33,37,33,18,27,35,26,0,0,0,0,0,0,5,52,72,71,77,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,8,8,15,5,66,730,5,6,2,1,0,1,1,2,5,0,4,2,4,1,1,2,5,15,8,9,9,18,36,39,21,29,29,31,26,0,0,0,0,0,0,7,57,89,59,85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,8,8,15,5,65,726,8,1,0,0,0,0,0,1,3,0,3,3,3,0,1,13,9,14,7,12,17,34,28,38,38,28,29,24,0,0,0,0,0,0,6,75,80,63,69,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,8,8,15,5,67,746,14,2,5,1,1,0,0,0,0,0,1,3,2,1,2,2,5,11,13,12,15,10,23,33,31,33,27,26,37,20,0,0,0,0,0,0,10,56,76,66,74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,8,8,15,5,64,691,2,0,0,0,0,0,2,5,3,5,2,0,0,2,13,12,11,15,9,16,36,29,27,33,23,45,28,0,0,0,0,0,0,10,44,69,71,81,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,8,8,15,5,68,743,17,7,6,5,1,0,0,0,0,1,4,5,2,3,1,3,3,2,14,9,12,9,10,23,33,38,25,35,11,34,21,0,0,0,0,0,0,8,60,74,61,76,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8,8,15,5,69,743,20,12,10,4,5,4,3,0,0,0,1,0,2,2,2,0,3,0,2,14,8,12,16,11,18,29,34,36,30,39,29,19,0,0,0,0,0,0,9,57,63,67,75,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,8,8,15,5,71,767,5,15,10,5,16,5,5,0,1,0,0,0,1,1,2,2,4,1,4,2,2,8,12,14,7,11,13,32,35,27,38,31,31,30,0,0,0,0,0,0,5,64,79,59,87,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,8,8,15,5,70,778,7,11,10,21,3,4,9,0,0,0,0,0,1,3,4,2,1,2,1,1,13,10,10,12,8,12,33,34,33,36,25,51,23,0,0,0,0,0,0,5,64,85,61,82,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,8,8,15,5,72,787,6,12,13,12,11,9,7,4,3,1,0,0,1,1,1,0,5,4,4,5,0,1,8,13,14,7,16,14,38,40,27,23,35,36,17,0,0,0,0,0,0,12,63,65,69,78,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
644,8,8,15,5,73,809,4,8,15,14,15,14,8,3,3,4,1,0,0,0,0,1,2,4,2,3,2,1,2,15,8,13,7,8,22,40,39,28,33,32,24,26,0,0,0,0,0,0,8,52,74,71,74,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
646,8,8,15,5,75,805,8,5,9,6,14,10,17,11,10,8,4,4,1,0,0,0,0,0,2,3,2,2,1,1,1,12,9,12,14,3,14,40,39,30,35,24,36,21,0,0,0,0,0,0,6,63,64,81,75,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
645,8,8,15,5,74,808,10,6,9,20,14,11,12,9,4,5,2,1,0,0,1,0,5,4,3,1,2,3,2,0,12,14,8,5,11,14,38,33,30,25,38,40,26,0,0,0,0,0,0,10,50,75,78,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
647,8,8,15,5,76,823,6,6,2,5,10,7,15,14,15,9,5,4,2,0,0,0,0,1,4,2,2,7,4,2,0,0,14,12,15,12,13,17,39,31,31,38,31,43,23,0,0,0,0,0,0,5,60,71,69,81,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
648,8,8,15,5,77,833,10,7,6,9,7,5,13,11,10,13,14,5,1,5,0,0,0,0,0,2,4,6,5,1,1,0,2,15,10,13,9,18,12,34,35,28,38,26,37,34,0,0,0,0,0,0,4,63,65,64,83,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
649,8,8,15,5,78,827,9,5,7,5,5,11,11,13,9,13,9,14,6,2,3,3,0,0,0,0,0,2,2,2,3,1,2,3,8,16,10,13,12,17,32,33,28,33,32,37,28,0,0,0,0,0,0,11,59,60,68,87,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
650,8,8,15,5,79,856,4,14,8,6,7,7,10,7,16,15,15,14,9,14,2,4,0,0,0,0,2,1,2,4,5,2,1,1,1,7,10,10,16,13,12,31,28,28,21,36,34,15,0,0,0,0,0,0,10,51,58,86,84,38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0
653,8,8,15,7,52,676,2,0,0,2,11,10,11,21,34,34,39,38,23,33,20,0,0,0,0,0,0,6,47,61,74,92,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,8,8,15,7,53,702,0,1,0,0,6,8,11,11,20,40,46,37,26,25,27,20,0,0,0,0,0,0,10,65,72,67,93,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,8,8,15,7,51,689,0,0,1,10,11,19,16,21,42,53,28,25,30,21,0,0,0,0,0,0,11,48,65,88,94,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,8,8,15,7,50,707,0,2,8,20,11,17,32,35,53,36,36,30,21,0,0,0,0,0,0,8,52,73,55,89,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,8,8,15,7,54,674,1,2,1,0,0,1,10,7,14,24,27,40,51,33,20,37,20,0,0,0,0,0,0,11,68,63,72,71,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,8,8,15,7,55,692,1,5,0,0,0,0,1,7,6,13,19,32,48,57,29,31,44,25,0,0,0,0,0,0,5,62,71,67,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,8,8,15,7,56,727,0,2,1,0,4,0,0,3,9,15,16,14,27,45,39,35,41,31,28,0,0,0,0,0,0,7,63,90,58,87,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,8,8,15,7,57,694,3,3,0,4,2,1,0,0,3,13,13,9,20,31,47,58,32,22,26,11,0,0,0,0,0,0,7,75,66,51,88,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,8,8,15,7,58,707,3,3,2,2,2,3,0,0,0,5,9,1,10,25,35,48,47,29,25,43,26,0,0,0,0,0,0,5,55,74,65,80,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,8,8,15,7,60,721,0,2,3,3,1,5,4,0,1,0,0,3,7,13,8,18,45,39,47,33,21,38,29,0,0,0,0,0,0,8,55,77,64,86,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,8,8,15,7,59,704,1,1,4,1,3,1,3,0,0,0,1,9,9,15,12,35,47,39,37,23,41,24,0,0,0,0,0,0,6,71,69,72,75,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,8,8,15,7,61,669,0,0,1,4,2,3,3,1,4,2,0,0,1,7,8,10,16,34,46,47,32,21,30,20,0,0,0,0,0,0,6,55,79,66,69,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,8,8,15,7,62,701,0,0,0,1,1,3,1,2,1,2,1,0,0,2,9,12,7,15,36,29,47,36,28,31,28,0,0,0,0,0,0,10,70,55,68,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,8,8,15,7,63,728,3,0,0,0,2,1,3,5,4,6,1,0,0,0,1,9,5,11,12,38,42,39,41,22,31,18,0,0,0,0,0,0,12,69,84,72,88,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,8,8,15,7,64,734,7,1,0,0,0,1,2,2,1,3,2,2,0,0,0,3,9,11,18,23,38,43,38,37,20,38,22,0,0,0,0,0,0,10,63,70,68,90,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,8,8,15,7,67,738,14,14,9,12,0,0,0,0,1,2,1,3,3,2,3,0,0,0,1,9,10,14,23,53,29,55,32,25,34,32,0,0,0,0,0,0,5,52,73,54,61,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,8,8,15,7,68,760,16,6,13,7,5,1,0,0,0,1,0,5,2,4,2,0,1,0,0,2,19,10,11,18,26,41,46,19,26,31,24,0,0,0,0,0,0,6,58,89,67,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,8,8,15,7,65,732,10,11,0,0,0,0,2,3,4,3,2,2,1,0,0,0,4,10,12,17,21,23,57,55,31,27,39,25,0,0,0,0,0,0,5,53,58,64,81,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,8,8,15,7,66,731,12,9,8,3,0,0,0,1,2,2,2,3,1,2,1,0,0,4,14,12,7,16,37,47,39,37,29,28,26,0,0,0,0,0,0,6,66,65,62,75,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
