Type,A,B,HP,Win
0,8,3,7,68
0,8,3,8,86
0,8,3,9,91
0,8,3,10,120
0,8,3,11,119
0,8,3,12,129
0,8,3,13,128
0,8,3,14,111
0,8,3,15,122
0,8,3,16,107
0,8,3,17,115
0,8,3,18,134
0,8,3,19,124
0,8,3,20,145
0,8,3,21,138
0,8,3,22,149
0,8,3,23,152
0,8,3,24,145
0,8,3,25,154
0,8,3,26,150
0,8,3,27,156
0,8,3,28,153
0,8,3,29,155
0,8,3,30,172
0,8,5,1,17
0,8,5,2,11
0,8,5,3,25
0,8,5,4,20
0,8,5,5,75
0,8,5,6,77
0,8,5,7,76
0,8,5,8,61
0,8,5,9,109
0,8,5,10,111
0,8,5,11,126
0,8,5,12,110
0,8,5,13,120
0,8,5,14,120
0,8,5,15,124
0,8,5,16,124
0,8,5,17,119
0,8,5,18,128
0,8,5,19,133
0,8,5,20,145
0,8,5,21,128
0,8,5,22,157
0,8,5,23,148
0,8,5,24,148
0,8,5,25,145
0,8,5,26,152
0,8,5,27,158
0,8,5,28,162
0,8,5,29,160
0,8,5,30,170
0,8,8,1,15
0,8,8,2,16
0,8,8,3,24
0,8,8,4,19
0,8,8,5,64
0,8,8,6,68
0,8,8,7,72
0,8,8,8,75
0,8,8,9,116
0,8,8,10,103
0,8,8,11,102
0,8,8,12,115
0,8,8,13,120
0,8,8,14,119
0,8,8,15,117
0,8,8,16,120
0,8,8,17,115
0,8,8,18,133
0,8,8,19,131
0,8,8,20,135
0,8,8,21,148
0,8,8,22,161
0,8,8,23,144
0,8,8,24,159
0,8,8,25,146
0,8,8,26,154
0,8,8,27,163
0,8,8,28,161
0,8,8,29,161
0,8,8,30,160
0,8,10,1,25
0,8,10,2,25
0,8,10,3,14
0,8,10,4,20
0,8,10,5,70
0,8,10,6,61
0,8,10,7,87
0,8,10,8,69
0,8,10,9,113
0,8,10,10,101
0,8,10,11,107
0,8,10,12,108
0,8,10,13,114
0,8,10,14,119
0,8,10,15,123
0,8,10,16,111
0,8,10,17,117
0,8,10,18,129
0,8,10,19,131
0,8,10,20,133
0,8,10,21,125
0,8,10,22,143
0,8,10,23,156
0,8,10,24,148
0,8,10,25,142
0,8,10,26,161
0,8,10,27,159
0,8,10,28,160
0,8,10,29,166
0,8,10,30,168
0,8,12,1,30
0,8,12,2,23
0,8,12,3,22
0,8,12,4,18
0,8,12,5,74
0,8,12,6,90
0,8,12,7,72
0,8,12,8,82
0,8,12,9,106
0,8,12,10,107
0,8,12,11,115
0,8,12,12,115
0,8,12,13,118
0,8,12,14,129
0,8,12,15,129
0,8,12,16,119
0,8,12,17,128
0,8,12,18,135
0,8,12,19,127
0,8,12,20,132
0,8,12,21,149
0,8,12,22,156
0,8,12,23,151
0,8,12,24,146
0,8,12,25,150
0,8,12,26,157
0,8,12,27,157
0,8,12,28,167
0,8,12,29,163
0,8,12,30,167
0,8,14,1,23
0,8,14,2,18
0,8,14,3,17
0,8,14,4,14
0,8,14,5,71
0,8,14,6,75
0,8,14,7,68
0,8,14,8,90
0,8,14,9,88
0,8,14,10,120
0,8,14,11,120
0,8,14,12,126
0,8,14,13,129
0,8,14,14,123
0,8,14,15,116
0,8,14,16,112
0,8,14,17,126
0,8,14,18,139
0,8,14,19,137
0,8,14,20,124
0,8,14,21,142
0,8,14,22,151
0,8,14,23,149
0,8,14,24,160
0,8,14,25,161
0,8,14,26,156
0,8,14,27,167
0,8,14,28,172
0,8,14,29,176
0,8,14,30,167
0,10,0,1,22
0,10,0,2,32
0,10,0,3,27
0,10,0,4,24
0,10,0,5,24
0,10,0,6,93
0,10,0,7,93
0,10,0,8,96
0,10,0,9,95
0,10,0,10,96
0,10,0,11,123
0,10,0,12,124
0,10,0,13,136
0,10,0,14,142
0,10,0,15,125
0,10,0,16,135
0,10,0,17,138
0,10,0,18,134
0,10,0,19,135
0,10,0,20,160
0,10,0,21,142
0,10,0,22,150
0,10,0,23,155
0,10,0,24,141
0,10,0,25,149
0,10,0,26,165
0,10,0,27,166
0,10,0,28,160
0,10,0,29,172
0,10,0,30,168
0,10,1,1,30
0,10,1,2,27
0,10,1,3,35
0,10,1,4,20
0,10,1,5,26
0,10,1,6,100
0,10,1,7,87
0,10,1,8,109
0,10,1,9,97
0,10,1,10,102
0,10,1,11,126
0,10,1,12,133
0,10,1,13,138
0,10,1,14,150
0,10,1,15,138
0,10,1,16,137
0,10,1,17,145
0,10,1,18,137
0,10,1,19,135
0,10,1,20,150
0,10,1,21,140
0,10,1,22,141
0,10,1,23,151
0,10,1,24,149
0,10,1,25,164
0,10,1,26,168
0,10,1,27,160
0,10,1,28,168
0,10,1,29,168
0,10,1,30,178
0,10,3,1,25
0,10,3,2,26
0,10,3,3,25
0,10,3,4,23
0,10,3,5,98
0,10,3,6,97
0,10,3,7,100
0,10,3,8,99
0,10,3,9,131
0,10,3,10,133
0,10,3,11,138
0,10,3,12,132
0,10,3,13,139
0,10,3,14,145
0,10,3,15,140
0,10,3,16,145
0,10,3,17,125
0,10,3,18,129
0,10,3,19,149
0,10,3,20,148
0,10,3,21,151
0,10,3,22,147
0,10,3,23,165
0,10,3,24,167
0,10,3,25,168
0,10,3,26,158
0,10,3,27,166
0,10,3,28,173
0,10,3,29,173
0,10,3,30,175
0,10,5,1,26
0,10,5,2,30
0,10,5,3,32
0,10,5,4,13
0,10,5,5,98
0,10,5,6,79
0,10,5,7,97
0,10,5,8,96
0,10,5,9,134
0,10,5,10,145
0,10,5,11,131
0,10,5,12,138
0,10,5,13,146
0,10,5,14,143
0,10,5,15,130
0,10,5,16,138
0,10,5,17,144
0,10,5,18,158
0,10,5,19,152
0,10,5,20,150
0,10,5,21,150
