No,Type,A,B,S,C,HP,Win,Frame
1500,1,8,11,5,6,54,1,493
1498,1,8,11,5,6,52,0,0
1499,1,8,11,5,6,53,0,0
1501,1,8,11,5,6,55,0,0
1502,1,8,11,5,6,56,1,432
1503,1,8,11,5,6,57,1,488
1504,1,8,11,5,6,58,1,468
1505,1,8,11,5,6,59,0,0
1507,1,8,11,5,9,50,1,447
1506,1,8,11,5,6,60,2,1103
1509,1,8,11,5,9,52,0,0
1508,1,8,11,5,9,51,0,0
1511,1,8,11,5,9,54,0,0
1510,1,8,11,5,9,53,0,0
1512,1,8,11,5,9,55,2,1008
1514,1,8,11,5,9,57,1,499
1513,1,8,11,5,9,56,1,517
1517,1,8,11,5,9,60,1,456
1515,1,8,11,5,9,58,1,505
1516,1,8,11,5,9,59,1,612
1518,1,8,11,5,11,50,2,1010
1519,1,8,11,5,11,51,0,0
1521,1,8,11,5,11,53,1,467
1522,1,8,11,5,11,54,1,440
1524,1,8,11,5,11,56,1,372
1523,1,8,11,5,11,55,0,0
1525,1,8,11,5,11,57,2,925
1526,1,8,11,5,11,58,1,519
1527,1,8,11,5,11,59,1,518
1530,1,8,11,5,14,51,1,464
1528,1,8,11,5,11,60,1,567
1529,1,8,11,5,14,50,0,0
1531,1,8,11,5,14,52,2,1023
1520,1,8,11,5,11,52,1,1277
1535,1,8,11,5,14,56,0,0
1454,1,8,8,5,6,52,0,0
1532,1,8,11,5,14,53,1,534
1536,1,8,11,5,14,57,1,459
1533,1,8,11,5,14,54,1,586
1534,1,8,11,5,14,55,1,632
1544,1,8,13,5,6,54,0,0
1537,1,8,11,5,14,58,2,928
1538,1,8,11,5,14,59,2,891
1539,1,8,11,5,14,60,2,953
1540,1,8,13,5,6,50,1,478
1542,1,8,13,5,6,52,1,501
1541,1,8,13,5,6,51,0,0
1547,1,8,13,5,6,57,0,0
1554,1,8,13,5,9,53,0,0
1548,1,8,13,5,6,58,2,955
1545,1,8,13,5,6,55,2,1091
1549,1,8,13,5,6,59,1,481
1546,1,8,13,5,6,56,0,0
1543,1,8,13,5,6,53,0,0
1553,1,8,13,5,9,52,0,0
1551,1,8,13,5,9,50,1,451
1552,1,8,13,5,9,51,1,541
1557,1,8,13,5,9,56,1,469
1550,1,8,13,5,6,60,2,1168
1555,1,8,13,5,9,54,0,0
1556,1,8,13,5,9,55,2,943
1559,1,8,13,5,9,58,2,979
1558,1,8,13,5,9,57,1,610
1563,1,8,13,5,11,51,2,887
1565,1,8,13,5,11,53,0,0
1561,1,8,13,5,9,60,2,1109
1567,1,8,13,5,11,55,1,622
1560,1,8,13,5,9,59,2,1210
1562,1,8,13,5,11,50,0,0
1564,1,8,13,5,11,52,1,671
1568,1,8,13,5,11,56,0,0
1571,1,8,13,5,11,59,1,416
1569,1,8,13,5,11,57,2,967
1570,1,8,13,5,11,58,2,982
1572,1,8,13,5,11,60,0,0
1566,1,8,13,5,11,54,0,0
1573,1,8,13,5,14,50,1,505
1575,1,8,13,5,14,52,0,0
1574,1,8,13,5,14,51,1,441
1579,1,8,13,5,14,56,0,0
1577,1,8,13,5,14,54,1,497
1576,1,8,13,5,14,53,2,1094
1578,1,8,13,5,14,55,1,541
1582,1,8,13,5,14,59,0,0
1587,1,11,0,5,6,53,0,0
1581,1,8,13,5,14,58,1,727
1584,1,11,0,5,6,50,1,477
1585,1,11,0,5,6,51,0,0
1580,1,8,13,5,14,57,2,1220
1586,1,11,0,5,6,52,0,0
1583,1,8,13,5,14,60,1,736
1589,1,11,0,5,6,55,1,440
1588,1,11,0,5,6,54,1,495
1590,1,11,0,5,6,56,1,456
1591,1,11,0,5,6,57,0,0
1592,1,11,0,5,6,58,0,0
1594,1,11,0,5,6,60,2,977
1595,1,11,0,5,9,50,0,0
1596,1,11,0,5,9,51,1,412
1597,1,11,0,5,9,52,1,361
1598,1,11,0,5,9,53,0,0
1593,1,11,0,5,6,59,1,545
1601,1,11,0,5,9,56,0,0
1600,1,11,0,5,9,55,0,0
1599,1,11,0,5,9,54,0,0
1603,1,11,0,5,9,58,1,436
1602,1,11,0,5,9,57,1,514
1604,1,11,0,5,9,59,0,0
1606,1,11,0,5,11,50,0,0
1605,1,11,0,5,9,60,1,796
1609,1,11,0,5,11,53,2,935
1610,1,11,0,5,11,54,2,1003
1611,1,11,0,5,11,55,1,534
1608,1,11,0,5,11,52,1,501
1607,1,11,0,5,11,51,0,0
1612,1,11,0,5,11,56,0,0
1613,1,11,0,5,11,57,0,0
1615,1,11,0,5,11,59,0,0
1617,1,11,0,5,14,50,0,0
1614,1,11,0,5,11,58,2,1091
1620,1,11,0,5,14,53,0,0
1616,1,11,0,5,11,60,1,642
1618,1,11,0,5,14,51,0,0
1619,1,11,0,5,14,52,1,487
1621,1,11,0,5,14,54,0,0
1625,1,11,0,5,14,58,1,444
1622,1,11,0,5,14,55,0,0
1623,1,11,0,5,14,56,0,0
1629,1,11,3,5,6,51,0,0
1627,1,11,0,5,14,60,0,0
1630,1,11,3,5,6,52,0,0
1633,1,11,3,5,6,55,1,496
1631,1,11,3,5,6,53,0,0
1626,1,11,0,5,14,59,2,1134
1628,1,11,3,5,6,50,0,0
1632,1,11,3,5,6,54,0,0
1636,1,11,3,5,6,58,1,524
1624,1,11,0,5,14,57,0,0
1634,1,11,3,5,6,56,0,0
1635,1,11,3,5,6,57,1,632
1639,1,11,3,5,9,50,1,527
1638,1,11,3,5,6,60,1,457
1650,1,11,3,5,11,50,0,0
1641,1,11,3,5,9,52,1,441
1640,1,11,3,5,9,51,2,1060
1642,1,11,3,5,9,53,0,0
1643,1,11,3,5,9,54,1,440
1637,1,11,3,5,6,59,2,1348
1649,1,11,3,5,9,60,0,0
1644,1,11,3,5,9,55,1,507
1646,1,11,3,5,9,57,0,0
1645,1,11,3,5,9,56,2,1107
1648,1,11,3,5,9,59,0,0
1651,1,11,3,5,11,51,1,435
1647,1,11,3,5,9,58,2,1269
1652,1,11,3,5,11,52,2,987
1654,1,11,3,5,11,54,0,0
1653,1,11,3,5,11,53,0,0
1655,1,11,3,5,11,55,2,874
1657,1,11,3,5,11,57,0,0
1658,1,11,3,5,11,58,1,552
1664,1,11,3,5,14,53,0,0
1662,1,11,3,5,14,51,1,501
1660,1,11,3,5,11,60,0,0
1661,1,11,3,5,14,50,1,465
1659,1,11,3,5,11,59,0,0
1656,1,11,3,5,11,56,2,1214
1666,1,11,3,5,14,55,0,0
1663,1,11,3,5,14,52,2,1016
1667,1,11,3,5,14,56,0,0
1668,1,11,3,5,14,57,0,0
1665,1,11,3,5,14,54,1,734
1669,1,11,3,5,14,58,1,496
1670,1,11,3,5,14,59,0,0
1675,1,11,5,5,6,53,0,0
1671,1,11,3,5,14,60,1,531
1678,1,11,5,5,6,56,0,0
1677,1,11,5,5,6,55,1,427
1673,1,11,5,5,6,51,0,0
1674,1,11,5,5,6,52,0,0
1676,1,11,5,5,6,54,0,0
1679,1,11,5,5,6,57,1,434
1672,1,11,5,5,6,50,1,707
1680,1,11,5,5,6,58,2,1020
1681,1,11,5,5,6,59,0,0
1684,1,11,5,5,9,51,0,0
1683,1,11,5,5,9,50,0,0
1682,1,11,5,5,6,60,0,0
1685,1,11,5,5,9,52,1,513
1686,1,11,5,5,9,53,0,0
1689,1,11,5,5,9,56,0,0
1687,1,11,5,5,9,54,1,441
1690,1,11,5,5,9,57,1,414
1688,1,11,5,5,9,55,0,0
1691,1,11,5,5,9,58,1,435
1694,1,11,5,5,11,50,0,0
1693,1,11,5,5,9,60,0,0
1692,1,11,5,5,9,59,0,0
1695,1,11,5,5,11,51,0,0
1699,1,11,5,5,11,55,0,0
1696,1,11,5,5,11,52,0,0
1697,1,11,5,5,11,53,0,0
1698,1,11,5,5,11,54,1,449
1700,1,11,5,5,11,56,1,413
1707,1,11,5,5,14,52,0,0
1701,1,11,5,5,11,57,1,572
1702,1,11,5,5,11,58,0,0
1705,1,11,5,5,14,50,0,0
1703,1,11,5,5,11,59,2,950
1706,1,11,5,5,14,51,0,0
1704,1,11,5,5,11,60,1,476
1709,1,11,5,5,14,54,1,484
1710,1,11,5,5,14,55,2,885
1712,1,11,5,5,14,57,0,0
1708,1,11,5,5,14,53,1,445
1711,1,11,5,5,14,56,1,458
1714,1,11,5,5,14,59,1,542
1713,1,11,5,5,14,58,1,714
1715,1,11,5,5,14,60,0,0
1716,1,11,8,5,6,50,0,0
1717,1,11,8,5,6,51,0,0
1718,1,11,8,5,6,52,0,0
1719,1,11,8,5,6,53,1,417
1720,1,11,8,5,6,54,0,0
1722,1,11,8,5,6,56,1,523
1721,1,11,8,5,6,55,1,440
1723,1,11,8,5,6,57,1,455
1724,1,11,8,5,6,58,2,907
1727,1,11,8,5,9,50,1,418
1725,1,11,8,5,6,59,0,0
1726,1,11,8,5,6,60,0,0
1728,1,11,8,5,9,51,0,0
1729,1,11,8,5,9,52,1,478
1730,1,11,8,5,9,53,2,1018
1738,1,11,8,5,11,50,0,0
1731,1,11,8,5,9,54,0,0
1734,1,11,8,5,9,57,0,0
1732,1,11,8,5,9,55,0,0
1737,1,11,8,5,9,60,2,950
1735,1,11,8,5,9,58,1,470
1739,1,11,8,5,11,51,2,872
1736,1,11,8,5,9,59,1,466
1740,1,11,8,5,11,52,2,913
1742,1,11,8,5,11,54,0,0
1733,1,11,8,5,9,56,0,0
1741,1,11,8,5,11,53,2,954
1743,1,11,8,5,11,55,0,0
1744,1,11,8,5,11,56,0,0
1748,1,11,8,5,11,60,1,378
1745,1,11,8,5,11,57,2,1080
1747,1,11,8,5,11,59,2,935
1749,1,11,8,5,14,50,1,385
1746,1,11,8,5,11,58,2,1021
1751,1,11,8,5,14,52,0,0
1752,1,11,8,5,14,53,1,447
1750,1,11,8,5,14,51,0,0
1753,1,11,8,5,14,54,0,0
1754,1,11,8,5,14,55,0,0
1755,1,11,8,5,14,56,0,0
1757,1,11,8,5,14,58,0,0
1756,1,11,8,5,14,57,2,1027
1759,1,11,8,5,14,60,1,556
1760,1,11,11,5,6,50,0,0
1758,1,11,8,5,14,59,1,525
1761,1,11,11,5,6,51,0,0
1763,1,11,11,5,6,53,2,909
1765,1,11,11,5,6,55,1,479
1762,1,11,11,5,6,52,1,465
1766,1,11,11,5,6,56,2,941
1767,1,11,11,5,6,57,2,855
1764,1,11,11,5,6,54,1,697
1771,1,11,11,5,9,50,1,414
1768,1,11,11,5,6,58,1,506
1769,1,11,11,5,6,59,2,963
1770,1,11,11,5,6,60,2,942
1774,1,11,11,5,9,53,0,0
1772,1,11,11,5,9,51,1,481
1773,1,11,11,5,9,52,0,0
1775,1,11,11,5,9,54,1,401
1777,1,11,11,5,9,56,1,437
1776,1,11,11,5,9,55,1,486
1782,1,11,11,5,11,50,0,0
1778,1,11,11,5,9,57,1,491
1779,1,11,11,5,9,58,1,436
1780,1,11,11,5,9,59,1,501
1781,1,11,11,5,9,60,1,441
1787,1,11,11,5,11,55,0,0
1783,1,11,11,5,11,51,1,637
1784,1,11,11,5,11,52,0,0
1786,1,11,11,5,11,54,1,440
1785,1,11,11,5,11,53,1,826
1788,1,11,11,5,11,56,0,0
1793,1,11,11,5,14,50,0,0
1794,1,11,11,5,14,51,2,892
1798,1,11,11,5,14,55,1,442
1792,1,11,11,5,11,60,0,0
1797,1,11,11,5,14,54,1,411
1790,1,11,11,5,11,58,1,975
1795,1,11,11,5,14,52,1,444
1791,1,11,11,5,11,59,1,456
1799,1,11,11,5,14,56,1,445
1796,1,11,11,5,14,53,0,0
1801,1,11,11,5,14,58,1,447
1800,1,11,11,5,14,57,0,0
1804,1,11,13,5,6,50,1,562
1802,1,11,11,5,14,59,1,546
1806,1,11,13,5,6,52,1,389
1803,1,11,11,5,14,60,1,459
1808,1,11,13,5,6,54,0,0
1805,1,11,13,5,6,51,1,433
1809,1,11,13,5,6,55,0,0
1807,1,11,13,5,6,53,1,550
1810,1,11,13,5,6,56,1,525
1811,1,11,13,5,6,57,2,933
1812,1,11,13,5,6,58,2,981
1813,1,11,13,5,6,59,1,482
1814,1,11,13,5,6,60,1,459
1817,1,11,13,5,9,52,1,538
1815,1,11,13,5,9,50,0,0
1820,1,11,13,5,9,55,0,0
1816,1,11,13,5,9,51,1,532
1819,1,11,13,5,9,54,2,959
1821,1,11,13,5,9,56,0,0
1818,1,11,13,5,9,53,0,0
1823,1,11,13,5,9,58,2,952
1822,1,11,13,5,9,57,0,0
1824,1,11,13,5,9,59,1,635
1827,1,11,13,5,11,51,0,0
1830,1,11,13,5,11,54,0,0
1826,1,11,13,5,11,50,0,0
1825,1,11,13,5,9,60,1,543
1828,1,11,13,5,11,52,0,0
1829,1,11,13,5,11,53,0,0
1833,1,11,13,5,11,57,1,476
1834,1,11,13,5,11,58,1,458
1831,1,11,13,5,11,55,0,0
1832,1,11,13,5,11,56,2,978
1835,1,11,13,5,11,59,2,986
1836,1,11,13,5,11,60,2,934
1838,1,11,13,5,14,51,0,0
1837,1,11,13,5,14,50,0,0
1842,1,11,13,5,14,55,0,0
1839,1,11,13,5,14,52,2,874
1844,1,11,13,5,14,57,0,0
1841,1,11,13,5,14,54,1,481
1843,1,11,13,5,14,56,1,432
1840,1,11,13,5,14,53,0,0
1847,1,11,13,5,14,60,1,463
1846,1,11,13,5,14,59,2,942
1845,1,11,13,5,14,58,0,0
1848,1,13,0,5,6,50,1,577
1849,1,13,0,5,6,51,1,493
1851,1,13,0,5,6,53,1,439
1854,1,13,0,5,6,56,1,386
1853,1,13,0,5,6,55,1,426
1855,1,13,0,5,6,57,0,0
1858,1,13,0,5,6,60,1,370
1859,1,13,0,5,9,50,0,0
1856,1,13,0,5,6,58,0,0
1852,1,13,0,5,6,54,1,455
1860,1,13,0,5,9,51,0,0
1861,1,13,0,5,9,52,0,0
1862,1,13,0,5,9,53,0,0
1863,1,13,0,5,9,54,2,870
1865,1,13,0,5,9,56,0,0
1868,1,13,0,5,9,59,0,0
1867,1,13,0,5,9,58,1,435
1869,1,13,0,5,9,60,1,420
1870,1,13,0,5,11,50,0,0
1866,1,13,0,5,9,57,0,0
1871,1,13,0,5,11,51,0,0
1872,1,13,0,5,11,52,0,0
1873,1,13,0,5,11,53,0,0
1789,1,11,11,5,11,57,1,624
1874,1,13,0,5,11,54,1,457
1876,1,13,0,5,11,56,1,431
1875,1,13,0,5,11,55,1,622
1857,1,13,0,5,6,59,2,2228
1882,1,13,0,5,14,51,0,0
1877,1,13,0,5,11,57,0,0
1878,1,13,0,5,11,58,1,455
1880,1,13,0,5,11,60,0,0
1881,1,13,0,5,14,50,0,0
1879,1,13,0,5,11,59,1,490
1884,1,13,0,5,14,53,0,0
1883,1,13,0,5,14,52,0,0
1886,1,13,0,5,14,55,0,0
1885,1,13,0,5,14,54,1,450
1887,1,13,0,5,14,56,1,414
1889,1,13,0,5,14,58,1,459
1890,1,13,0,5,14,59,2,920
1892,1,13,3,5,6,50,1,405
1888,1,13,0,5,14,57,2,1198
1893,1,13,3,5,6,51,1,480
1894,1,13,3,5,6,52,0,0
1895,1,13,3,5,6,53,1,386
1896,1,13,3,5,6,54,2,927
1891,1,13,0,5,14,60,0,0
1898,1,13,3,5,6,56,0,0
1897,1,13,3,5,6,55,0,0
1899,1,13,3,5,6,57,0,0
1900,1,13,3,5,6,58,0,0
1901,1,13,3,5,6,59,0,0
1903,1,13,3,5,9,50,1,493
1905,1,13,3,5,9,52,1,425
1902,1,13,3,5,6,60,1,533
1906,1,13,3,5,9,53,1,542
1904,1,13,3,5,9,51,0,0
1907,1,13,3,5,9,54,0,0
1908,1,13,3,5,9,55,0,0
1912,1,13,3,5,9,59,0,0
1911,1,13,3,5,9,58,1,437
1910,1,13,3,5,9,57,2,1035
1909,1,13,3,5,9,56,1,578
1914,1,13,3,5,11,50,1,436
1913,1,13,3,5,9,60,2,939
1916,1,13,3,5,11,52,0,0
1915,1,13,3,5,11,51,0,0
1919,1,13,3,5,11,55,1,368
1918,1,13,3,5,11,54,1,548
1920,1,13,3,5,11,56,0,0
1926,1,13,3,5,14,51,0,0
1924,1,13,3,5,11,60,0,0
1921,1,13,3,5,11,57,0,0
1925,1,13,3,5,14,50,1,416
1923,1,13,3,5,11,59,0,0
1922,1,13,3,5,11,58,0,0
1917,1,13,3,5,11,53,1,838
1928,1,13,3,5,14,53,1,536
1931,1,13,3,5,14,56,0,0
1927,1,13,3,5,14,52,0,0
1930,1,13,3,5,14,55,0,0
1850,1,13,0,5,6,52,0,0
1929,1,13,3,5,14,54,0,0
1933,1,13,3,5,14,58,0,0
1936,1,13,5,5,6,50,0,0
1932,1,13,3,5,14,57,1,673
1937,1,13,5,5,6,51,2,791
1935,1,13,3,5,14,60,1,480
1941,1,13,5,5,6,55,0,0
1940,1,13,5,5,6,54,0,0
1864,1,13,0,5,9,55,0,0
1938,1,13,5,5,6,52,0,0
1942,1,13,5,5,6,56,1,479
1946,1,13,5,5,6,60,1,489
1939,1,13,5,5,6,53,0,0
1944,1,13,5,5,6,58,1,477
1945,1,13,5,5,6,59,1,475
1943,1,13,5,5,6,57,1,502
1951,1,13,5,5,9,54,0,0
1947,1,13,5,5,9,50,2,893
1953,1,13,5,5,9,56,0,0
1948,1,13,5,5,9,51,1,471
1950,1,13,5,5,9,53,0,0
1952,1,13,5,5,9,55,1,524
1949,1,13,5,5,9,52,1,545
1954,1,13,5,5,9,57,1,439
1956,1,13,5,5,9,59,2,952
1955,1,13,5,5,9,58,0,0
1957,1,13,5,5,9,60,0,0
1959,1,13,5,5,11,51,0,0
1960,1,13,5,5,11,52,1,502
1958,1,13,5,5,11,50,0,0
1961,1,13,5,5,11,53,0,0
1963,1,13,5,5,11,55,1,413
1965,1,13,5,5,11,57,0,0
1962,1,13,5,5,11,54,0,0
1969,1,13,5,5,14,50,0,0
1966,1,13,5,5,11,58,1,421
1967,1,13,5,5,11,59,1,474
1968,1,13,5,5,11,60,2,1108
1973,1,13,5,5,14,54,0,0
1972,1,13,5,5,14,53,1,466
1970,1,13,5,5,14,51,2,989
1974,1,13,5,5,14,55,0,0
1971,1,13,5,5,14,52,0,0
1975,1,13,5,5,14,56,0,0
1976,1,13,5,5,14,57,0,0
1979,1,13,5,5,14,60,1,443
1977,1,13,5,5,14,58,0,0
1980,1,13,8,5,6,50,0,0
1982,1,13,8,5,6,52,0,0
1981,1,13,8,5,6,51,0,0
1978,1,13,5,5,14,59,1,446
1984,1,13,8,5,6,54,1,418
1983,1,13,8,5,6,53,1,463
1985,1,13,8,5,6,55,0,0
1987,1,13,8,5,6,57,1,412
1986,1,13,8,5,6,56,0,0
1990,1,13,8,5,6,60,2,975
1988,1,13,8,5,6,58,1,498
1989,1,13,8,5,6,59,0,0
1993,1,13,8,5,9,52,0,0
1991,1,13,8,5,9,50,0,0
1995,1,13,8,5,9,54,1,447
1992,1,13,8,5,9,51,0,0
1994,1,13,8,5,9,53,0,0
1996,1,13,8,5,9,55,1,477
1997,1,13,8,5,9,56,1,437
1998,1,13,8,5,9,57,0,0
1999,1,13,8,5,9,58,1,552
2002,1,13,8,5,11,50,0,0
2003,1,13,8,5,11,51,0,0
2001,1,13,8,5,9,60,1,449
2000,1,13,8,5,9,59,0,0
2004,1,13,8,5,11,52,0,0
2005,1,13,8,5,11,53,0,0
2006,1,13,8,5,11,54,0,0
2008,1,13,8,5,11,56,0,0
2007,1,13,8,5,11,55,1,545
2010,1,13,8,5,11,58,0,0
2011,1,13,8,5,11,59,1,606
2009,1,13,8,5,11,57,1,554
2013,1,13,8,5,14,50,0,0
2012,1,13,8,5,11,60,1,437
2018,1,13,8,5,14,55,1,431
2015,1,13,8,5,14,52,2,873
2016,1,13,8,5,14,53,2,896
2014,1,13,8,5,14,51,1,471
2017,1,13,8,5,14,54,0,0
2019,1,13,8,5,14,56,0,0
1934,1,13,3,5,14,59,2,1080
2020,1,13,8,5,14,57,2,896
2021,1,13,8,5,14,58,1,418
2022,1,13,8,5,14,59,1,481
2025,1,13,11,5,6,51,2,939
2024,1,13,11,5,6,50,0,0
2023,1,13,8,5,14,60,1,412
2028,1,13,11,5,6,54,1,428
2029,1,13,11,5,6,55,1,438
2030,1,13,11,5,6,56,1,476
2026,1,13,11,5,6,52,0,0
2031,1,13,11,5,6,57,1,505
2027,1,13,11,5,6,53,0,0
2035,1,13,11,5,9,50,1,411
2032,1,13,11,5,6,58,0,0
2040,1,13,11,5,9,55,1,435
2034,1,13,11,5,6,60,0,0
2033,1,13,11,5,6,59,1,496
2038,1,13,11,5,9,53,0,0
2037,1,13,11,5,9,52,2,980
2039,1,13,11,5,9,54,2,860
2045,1,13,11,5,9,60,0,0
2041,1,13,11,5,9,56,0,0
2036,1,13,11,5,9,51,1,622
2042,1,13,11,5,9,57,1,464
2043,1,13,11,5,9,58,1,407
2044,1,13,11,5,9,59,2,942
1964,1,13,5,5,11,56,0,0
2046,1,13,11,5,11,50,1,538
2048,1,13,11,5,11,52,0,0
2047,1,13,11,5,11,51,0,0
2051,1,13,11,5,11,55,2,948
2050,1,13,11,5,11,54,2,1060
2053,1,13,11,5,11,57,1,455
2049,1,13,11,5,11,53,1,683
2052,1,13,11,5,11,56,0,0
2057,1,13,11,5,14,50,0,0
2054,1,13,11,5,11,58,1,446
2056,1,13,11,5,11,60,0,0
2055,1,13,11,5,11,59,1,503
2058,1,13,11,5,14,51,2,1065
2059,1,13,11,5,14,52,0,0
2060,1,13,11,5,14,53,1,521
2062,1,13,11,5,14,55,1,461
2061,1,13,11,5,14,54,0,0
2063,1,13,11,5,14,56,1,596
2065,1,13,11,5,14,58,0,0
2068,1,13,13,5,6,50,1,414
2066,1,13,11,5,14,59,2,926
2069,1,13,13,5,6,51,0,0
2067,1,13,11,5,14,60,1,473
2071,1,13,13,5,6,53,1,471
2070,1,13,13,5,6,52,1,568
2064,1,13,11,5,14,57,1,459
2073,1,13,13,5,6,55,2,926
2072,1,13,13,5,6,54,1,470
2074,1,13,13,5,6,56,2,877
2077,1,13,13,5,6,59,0,0
2076,1,13,13,5,6,58,1,460
2083,1,13,13,5,9,54,0,0
2075,1,13,13,5,6,57,1,471
2084,1,13,13,5,9,55,0,0
2078,1,13,13,5,6,60,1,535
2080,1,13,13,5,9,51,0,0
2079,1,13,13,5,9,50,0,0
2081,1,13,13,5,9,52,0,0
2085,1,13,13,5,9,56,1,404
2082,1,13,13,5,9,53,0,0
2086,1,13,13,5,9,57,1,434
2088,1,13,13,5,9,59,2,1025
2087,1,13,13,5,9,58,2,968
2089,1,13,13,5,9,60,1,420
2090,1,13,13,5,11,50,0,0
2092,1,13,13,5,11,52,1,527
2093,1,13,13,5,11,53,0,0
2095,1,13,13,5,11,55,1,461
2094,1,13,13,5,11,54,1,438
2096,1,13,13,5,11,56,0,0
2091,1,13,13,5,11,51,0,0
2098,1,13,13,5,11,58,1,417
2097,1,13,13,5,11,57,0,0
2099,1,13,13,5,11,59,1,462
2100,1,13,13,5,11,60,0,0
2103,1,13,13,5,14,52,1,440
2105,1,13,13,5,14,54,0,0
2102,1,13,13,5,14,51,2,884
2101,1,13,13,5,14,50,1,508
2104,1,13,13,5,14,53,1,526
2106,1,13,13,5,14,55,0,0
2109,1,13,13,5,14,58,0,0
2110,1,13,13,5,14,59,2,938
2107,1,13,13,5,14,56,1,462
2108,1,13,13,5,14,57,1,736
2111,1,13,13,5,14,60,1,534
